	trm_557b4b05ae470	trm_557b4b3a6a34d	trm_4a3fd79d0983e	trm_55b6b952c1b4c	trm_558c7ae1eaf86	trm_4aae62e4ad209	trm_4a3fd79d0b392	trm_4a3fd79d0b13d	trm_558c7b14c076e	trm_557b4b154e0d9	ctp_C3	trm_4a3fd79d0b4a9	trm_557b49206928b	trm_55c6f58e77fbe	trm_557b482a7c62b	trm_4a3fd79d0aab0	trm_4a3fd79d0a891	trm_4a3fd79d0b89e	trm_557b47abe9a34	trm_558c7439832d9	trm_557b4a913f8cc	trm_557b4abe521af	trm_55b6b89222d4c	trm_557b4add1837e	trm_557b4a7315f1b	trm_4a3fd79d0b3cb	trm_555cfb890d721	ctp_C9	ctp_C1	ctp_C7	trm_557b4b56de455	trm_557b4b27dfd5e	trm_4a3fd79d0b05e	trm_557b4817db34d	trm_558c736199abd	trm_557b499fac085	trm_55ef687f48a9d	trm_4a3fd79d09902	trm_4c3e05903e4bb	trm_4a3fd79d0b58f	trm_557b4904ee26d	ctp_C8	trm_557b48e337218	trm_557b474e2b578	trm_557b4b9ccdc4a	trm_4a3fd79d09735	trm_557b493133416	trm_557b4b8cd05ca	trm_557b4844ca14d	trm_4a3fd79d0b5cb	trm_55c298bbe56d5	trm_4a3fd79d0aa76	trm_4a3fd79d0b97e	trm_4a3fd79d0af66	trm_557b491318742	trm_55b6b9d7c9435	trm_5159beaf80413	trm_557b49ad14adf	trm_5519b7525d7a2	trm_55b6b98b88f45	trm_4a3fd79d0b9dd	trm_4a3fd79d09c28	trm_557b4aa070c10	trm_4a3fd79d0a252	trm_4a3fd79d09849	trm_5519b80525e89	trm_557b4acdee820	trm_557b493e4203a	trm_4a3fd79d0b5a7	trm_4a3fd79d0a5ed	trm_51a690a7492eb	trm_557b4855a12b4	ctp_C5	trm_557b4993a0fdd	trm_55b6b910b4b23	trm_557b4bb7cf05b	trm_4a3fd79d0b043	trm_4a3fd79d09c5b	trm_55b6b92c1fd76	trm_557b48f22ba99	trm_4a3fd79d0a246	trm_4a3fd79d0a613	trm_4a3fd79d0b6b9	trm_557b4af7cc1cb	trm_55ef1fd2bc418	trm_557b48a224b95	trm_5534111a8bc96	trm_55ef3ba010121	trm_4a3fd79d0a20c	trm_4a3fd79d09af8	trm_557b477b4a15f	trm_4a3fd79d0b1b2	trm_559f0986182cc	trm_4a3fd79d0af71	trm_557b494ca540d	trm_557b48aeb7d58	trm_557b48bda071b	trm_557b4b652cbec	ctp_C4	trm_4a3fd79d0a1d1	trm_4a3fd79d0ac30	trm_557b4b7176394	trm_55b6b9a666604	trm_557b478ce1c24	trm_4a3fd79d0a33b	trm_55b6b96e77df6	trm_4a3fd79d0ba30	trm_557b495cdde57	trm_557b4a81a4a17	trm_559f0a129c136	trm_558c7b5228ed4	trm_55ef273a77a86	trm_4a3fd79d0b4b5	trm_557b471bc6cd8	trm_559f09a5cdca9	trm_4a3fd79d0b64e	trm_557b4b7e68727	trm_557b4b47d994a	trm_557b4891e9265	trm_4ee8facd77dfc	trm_4a3fd79d09ab2	trm_558c7b337080f	trm_4a3fd79d0a30c	ctp_C6	trm_55b6b8b8e7870	trm_558c73f3c8c6f	trm_4a3fd79d0ab65	trm_558c7b707f606	trm_557b476527a27	trm_55b6b8e291dba	trm_557b4aeaeb744	trm_4a3fd79d0b967	trm_557b49851e991	trm_55c6f87595b39	trm_4a3fd79d0ab7c	trm_4a3fd79d0b46f	trm_557b48d40d3cf	trm_55ce70b20186b	trm_55ef153d47bc0	trm_559f0a5b4cd36
002959	0.0435149602219	0.403132467612	0.152748934614	0.0652573713823	0.108992384025	0.815300081328	0.0652160309656	0.0652160309656	0.0980931445194	0.163557033218	0.29340531335	0.609283759431	0.0434866020891	0.0108286919348	0.0761436314998	0.620071488279	0.108983078311	0.0108286919348	0.0435376862799	0.010837751872	0.0435376862799	0.0326231341126	0.0108286919348	0.0653322070464	0.826160033289	0.119931067905	0.0325424863595	0.0652160309656	0.82604472853	0.847834014573	0.0653322070464	0.0435149602219	0.0108429114645	0.0435376862799	0.0978127079002	0.0326231341126	0.0980931445194	0.0544015662861	0.174737470916	0.359638018199	0.0653650290232	0.043405192464	0.119931067905	0.109166224159	0.359638018199	0.0653322070464	0.0871395649872	0.0871395649872	0.043405192464	0.804443584202	0.0108429114645	0.0653322070464	0.847922784412	0.174210931988	0.152748934614	0.0217093028134	0.0216756310794	0.0326231341126	0.0871548981067	0.0652573713823	0.0108190493231	0.120100163821	0.0762752052509	0.348724612387	0.108971681717	0.174541221705	0.0434866020891	0.0762599453634	0.108983078311	0.0543655493159	0.043405192464	0.043405192464	0.847922784412	0.0981359236405	0.0652573713823	0.0434866020891	0.0326231341126	0.0543655493159	0.0652573713823	0.043405192464	0.815300081328	0.174210931988	0.0108286919348	0.0871395649872	0.0434866020891	0.108971681717	0.0653322070464	0.0217023526936	0.207321867045	0.0980931445194	0.0871395649872	0.0216756310794	0.0217263245674	0.804443584202	0.0435376862799	0.0216756310794	0.229047051829	0.174698360734	0.858884195554	0.043405192464	0.207321867045	0.283726585774	0.0217093028134	0.0217210169905	0.0653322070464	0.0652573713823	0.174695278611	0.0435376862799	0.108971681717	0.0108190493231	0.0980931445194	0.0108399665064	0.609283759431	0.0216756310794	0.0108357035505	0.0653322070464	0.0871395649872	0.0871696407404	0.0543057684668	0.174210931988	0.0544192654711	0.0980931445194	0.163557033218	0.0108286919348	0.0980931445194	0.0108360068334	0.174698360734	0.0980931445194	0.0871548981067	0.0108286919348	0.0871395649872	0.847922784412	0.130951494287	0.0871395649872	0.652528137001	0.0216756310794	0.043405192464	0.239730345365	0.0435376862799	0.0108190493231
002963	0.0434817249372	0.402796450778	0.15273756725	0.0651499498332	0.109074063455	0.81534768141	0.0651634439727	0.0651634439727	0.0981687216582	0.163401091969	0.292756411037	0.608887307022	0.0434313001475	0.010809908924	0.076071346817	0.619618263917	0.108901713496	0.010809908924	0.0434250815579	0.0108246000358	0.0434250815579	0.0325720666241	0.010809908924	0.0652968723303	0.826210148472	0.119624761117	0.0324871896152	0.0651634439727	0.826260379727	0.847971125689	0.0652968723303	0.0434817249372	0.0108212541523	0.0434250815579	0.097551136393	0.0325720666241	0.0981687216582	0.0543216447964	0.174429241967	0.359485280909	0.0652347032738	0.0433248722742	0.119624761117	0.109122130673	0.359485280909	0.0652968723303	0.0869928152213	0.0869928152213	0.0433248722742	0.804540577977	0.0108212541523	0.0652968723303	0.847910830981	0.174142042989	0.15273756725	0.0216923632689	0.0216396338204	0.0325720666241	0.0871359235943	0.0651499498332	0.0108012771599	0.119815432461	0.0762182339055	0.348499921581	0.108831060563	0.174598982433	0.0434313001475	0.0761071294636	0.108901713496	0.0543103417065	0.0433248722742	0.0433248722742	0.847910830981	0.0978765240316	0.0651499498332	0.0434313001475	0.0325720666241	0.0543103417065	0.0651499498332	0.0433248722742	0.81534768141	0.174142042989	0.010809908924	0.0869928152213	0.0434313001475	0.108831060563	0.0652968723303	0.0216815786608	0.20711266051	0.0981687216582	0.0869928152213	0.0216396338204	0.0216714071986	0.804540577977	0.0434250815579	0.0216396338204	0.229314596108	0.174811854772	0.858930039393	0.0433248722742	0.20711266051	0.283833328683	0.0216923632689	0.0216894542212	0.0652968723303	0.0651499498332	0.174500669142	0.0434250815579	0.108831060563	0.0108012771599	0.0981687216582	0.010820156821	0.608887307022	0.0216396338204	0.0108146058328	0.0652968723303	0.0869928152213	0.0870275857272	0.0542192759373	0.174142042989	0.0543696287674	0.0981687216582	0.163401091969	0.010809908924	0.0981687216582	0.0108203589133	0.174811854772	0.0981687216582	0.0871359235943	0.010809908924	0.0869928152213	0.847910830981	0.130948225966	0.0869928152213	0.652209639676	0.0216396338204	0.0433248722742	0.239858509689	0.0434250815579	0.0108012771599
002714	0.0439225532353	0.401199260458	0.152945962277	0.0658545036933	0.109779897779	0.802600349531	0.0660458224624	0.0660458224624	0.0987931363651	0.164943483709	0.294135508234	0.596290615915	0.0437484352242	0.0109508830851	0.0769711651616	0.607324313767	0.109502708675	0.0109508830851	0.0439016872991	0.0109436315071	0.0439016872991	0.0328906897762	0.0109508830851	0.0656528645915	0.813538428685	0.120011385337	0.0328787427217	0.0660458224624	0.824345968244	0.835186673969	0.0656528645915	0.0439225532353	0.0109726226336	0.0439016872991	0.0988087504488	0.0328906897762	0.0987931363651	0.0548514209259	0.163968018138	0.359095868929	0.0546726637228	0.043926228905	0.120011385337	0.109305298959	0.359095868929	0.0656528645915	0.0878333928587	0.0878333928587	0.043926228905	0.791516631233	0.0109726226336	0.0656528645915	0.835784871191	0.174465649657	0.152945962277	0.0218975206454	0.021916366219	0.0328906897762	0.0875887411615	0.0658545036933	0.021937708756	0.119794173673	0.0765929206528	0.336961541201	0.109426380009	0.174373570503	0.0437484352242	0.0763374983383	0.109502708675	0.0549935309532	0.043926228905	0.043926228905	0.835784871191	0.0981763385055	0.0658545036933	0.0437484352242	0.0328906897762	0.0549935309532	0.0658545036933	0.043926228905	0.802600349531	0.174465649657	0.0109508830851	0.0878333928587	0.0437484352242	0.109426380009	0.0656528645915	0.0218659884379	0.206808822686	0.0987931363651	0.0878333928587	0.021916366219	0.010946719804	0.791516631233	0.0439016872991	0.021916366219	0.22998290195	0.175273523625	0.846053770842	0.043926228905	0.206808822686	0.284542698547	0.0218975206454	0.0218517578516	0.0656528645915	0.0658545036933	0.164051693892	0.0439016872991	0.109426380009	0.021937708756	0.0987931363651	0.0109387031096	0.596290615915	0.021916366219	0.0109611136732	0.0656528645915	0.0878333928587	0.0875596532092	0.0548198244147	0.174465649657	0.0548320037789	0.0987931363651	0.164943483709	0.0109508830851	0.0987931363651	0.0109329115946	0.175273523625	0.0987931363651	0.0875887411615	0.0109508830851	0.0878333928587	0.835784871191	0.130891184852	0.0878333928587	0.639686632506	0.021916366219	0.043926228905	0.23965740814	0.0439016872991	0.021937708756
008625	0.0435680395769	0.401911477691	0.152711696326	0.0654326794324	0.109174894513	0.803219421381	0.0655944960249	0.0655944960249	0.0982541435678	0.164164423126	0.293980979421	0.59755378743	0.0435754224036	0.0108649436258	0.0765136199695	0.608375414146	0.109028541183	0.0108649436258	0.0435593299984	0.0108730425788	0.0435593299984	0.0326334310076	0.0108649436258	0.065280879887	0.814227301447	0.119784519065	0.0326261848718	0.0655944960249	0.825355353241	0.835921436313	0.065280879887	0.0435680395769	0.0108745471806	0.0435593299984	0.0980536141965	0.0326334310076	0.0982541435678	0.0544266388661	0.163669574425	0.359528469112	0.0544714271357	0.0435563137196	0.119784519065	0.109115471328	0.359528469112	0.065280879887	0.0872886461431	0.0872886461431	0.0435563137196	0.792305535318	0.0108745471806	0.065280879887	0.83666442354	0.174388708826	0.152711696326	0.0217531606604	0.0217482009924	0.0326334310076	0.0871416864291	0.0654326794324	0.0217967184812	0.119977941296	0.0763146284515	0.337575999649	0.108793617185	0.174179622219	0.0435754224036	0.0762397466201	0.109028541183	0.0546446164636	0.0435563137196	0.0435563137196	0.83666442354	0.0980897908678	0.0654326794324	0.0435754224036	0.0326334310076	0.0546446164636	0.0654326794324	0.0435563137196	0.803219421381	0.174388708826	0.0108649436258	0.0872886461431	0.0435754224036	0.108793617185	0.065280879887	0.0217622721819	0.206861473881	0.0982541435678	0.0872886461431	0.0217482009924	0.0108658353331	0.792305535318	0.0435593299984	0.0217482009924	0.229423167514	0.174805099623	0.846947266796	0.0435563137196	0.206861473881	0.284013642265	0.0217531606604	0.0217676530472	0.065280879887	0.0654326794324	0.163734452615	0.0435593299984	0.108793617185	0.0217967184812	0.0982541435678	0.0108694194482	0.59755378743	0.0217482009924	0.0108763143851	0.065280879887	0.0872886461431	0.0870935564429	0.0544226686731	0.174388708826	0.054472380952	0.0982541435678	0.164164423126	0.0108649436258	0.0982541435678	0.0108696920637	0.174805099623	0.0982541435678	0.0871416864291	0.0108649436258	0.0872886461431	0.83666442354	0.130943071532	0.0872886461431	0.640925584254	0.0217482009924	0.0435563137196	0.239399531271	0.0435593299984	0.0217967184812
002718	0.0322796806309	0.4032009314	0.140778884172	0.0650070741719	0.108715616963	0.816015474558	0.0651866562819	0.0651866562819	0.0978272737646	0.163456822041	0.294014578524	0.609962745145	0.0433794670591	0.0108048982267	0.0761264683537	0.620707286803	0.108615203814	0.0108048982267	0.0433209811003	0.0108134444689	0.0433209811003	0.0324734793321	0.0108048982267	0.0651408725648	0.815142660156	0.119566452806	0.0324687370102	0.0651866562819	0.826305948988	0.836845880763	0.0651408725648	0.0322796806309	0.0108099074178	0.0433209811003	0.0976213269362	0.0324734793321	0.0978272737646	0.0541898060677	0.1742093243	0.359623215988	0.0650956184495	0.0433703700603	0.119566452806	0.108930148316	0.359623215988	0.0651408725648	0.0868529195327	0.0868529195327	0.0433703700603	0.805221549465	0.0108099074178	0.0651408725648	0.848724116274	0.174184085417	0.140778884172	0.0216484015446	0.0216355395175	0.0324734793321	0.0755284779489	0.0650070741719	0.021639729354	0.119919953095	0.0761200794334	0.348744760842	0.108573101004	0.174382720703	0.0433794670591	0.0761009183224	0.108615203814	0.0543292748917	0.0433703700603	0.0433703700603	0.848724116274	0.0979468657676	0.0650070741719	0.0433794670591	0.0324734793321	0.0543292748917	0.0650070741719	0.0433703700603	0.816015474558	0.174184085417	0.0108048982267	0.0868529195327	0.0433794670591	0.108573101004	0.0651408725648	0.0216474542195	0.206996454328	0.0978272737646	0.0868529195327	0.0216355395175	0.0216240796109	0.805221549465	0.0433209811003	0.0216355395175	0.216528984599	0.17428450668	0.859461719527	0.0433703700603	0.206996454328	0.283474834093	0.0216484015446	0.0216694443031	0.0651408725648	0.0650070741719	0.174107256152	0.0433209811003	0.108573101004	0.021639729354	0.0978272737646	0.0108189861692	0.609962745145	0.0216355395175	0.0108105427211	0.0651408725648	0.0868529195327	0.0868166264723	0.0542021119422	0.174184085417	0.0430909392453	0.0978272737646	0.163456822041	0.0108048982267	0.0978272737646	0.0108102763038	0.17428450668	0.0978272737646	0.0755284779489	0.0108048982267	0.0868529195327	0.848724116274	0.13070681918	0.0868529195327	0.64111238928	0.0216355395175	0.0433703700603	0.227731683344	0.0433209811003	0.021639729354
000136	0.0432058648346	0.392020666867	0.15230256066	0.0648662880429	0.10861149136	0.805265761642	0.0648389400636	0.0648389400636	0.097742018267	0.162894416506	0.282208105223	0.598440957933	0.0432879462391	0.0107649758117	0.0757854390323	0.608998926537	0.108614730121	0.0107649758117	0.0431973707002	0.0107752038383	0.0431973707002	0.0324243645108	0.0107649758117	0.0651060853885	0.815857602029	0.108661307882	0.0323645140973	0.0648389400636	0.826447910176	0.837656509979	0.0651060853885	0.0432058648346	0.0107656520347	0.0431973707002	0.0975774744759	0.0324243645108	0.097742018267	0.0540982350601	0.174256217321	0.348823942534	0.0650839431341	0.0434084367161	0.108661307882	0.108946031009	0.348823942534	0.0651060853885	0.0866650335793	0.0866650335793	0.0434084367161	0.794611340226	0.0107656520347	0.0651060853885	0.837609251783	0.174610365354	0.15230256066	0.021614580703	0.0215556774346	0.0324243645108	0.0867690270712	0.0648662880429	0.0215944778436	0.108664549316	0.0760361518855	0.34958666306	0.108445055187	0.174516486009	0.0432879462391	0.0652313838175	0.108614730121	0.0540835632089	0.0434084367161	0.0434084367161	0.837609251783	0.0867414576224	0.0648662880429	0.0432879462391	0.0324243645108	0.0540835632089	0.0648662880429	0.0434084367161	0.805265761642	0.174610365354	0.0107649758117	0.0866650335793	0.0432879462391	0.108445055187	0.0651060853885	0.0215768891983	0.195888374135	0.097742018267	0.0866650335793	0.0215556774346	0.0216075064962	0.794611340226	0.0431973707002	0.0215556774346	0.22811240512	0.174265277845	0.848755200132	0.0434084367161	0.195888374135	0.283933781868	0.021614580703	0.0216071573849	0.0651060853885	0.0648662880429	0.174281298877	0.0431973707002	0.108445055187	0.0215944778436	0.097742018267	0.0107830799002	0.598440957933	0.0215556774346	0.010772537111	0.0651060853885	0.0866650335793	0.0867399475012	0.0540338142139	0.174610365354	0.0540743648676	0.097742018267	0.162894416506	0.0107649758117	0.097742018267	0.0107727643483	0.174265277845	0.097742018267	0.0867690270712	0.0107649758117	0.0866650335793	0.837609251783	0.130723269186	0.0866650335793	0.641372369746	0.0215556774346	0.0434084367161	0.239527813952	0.0431973707002	0.0215944778436
000135	0.0446315609831	0.38701152564	0.155153877271	0.066924135431	0.111037767662	0.800300566354	0.0669198463736	0.0669198463736	0.0999208969669	0.166672371245	0.279992022964	0.592731342162	0.0443239543853	0.0111356840745	0.0779643006278	0.60377743627	0.110679608163	0.0111356840745	0.0443819075171	0.0111273187948	0.0443819075171	0.0333610972839	0.0111356840745	0.0664076478429	0.811743480353	0.118566826142	0.0333790464372	0.0669198463736	0.822113909079	0.833481469227	0.0664076478429	0.0446315609831	0.0111428365843	0.0443819075171	0.0997097973836	0.0333610972839	0.0999208969669	0.0556132053515	0.176016538543	0.346274874566	0.0663892232155	0.0445079499419	0.118566826142	0.110795085992	0.346274874566	0.0664076478429	0.088962349401	0.088962349401	0.0445079499419	0.789155258426	0.0111428365843	0.0664076478429	0.833874550151	0.176681486121	0.155153877271	0.0222164596866	0.022273726109	0.0333610972839	0.0885390943126	0.066924135431	0.0222704333123	0.107249374073	0.0776248148813	0.35018702768	0.110296096957	0.176279259964	0.0443239543853	0.0754984274337	0.110679608163	0.0557488783689	0.0445079499419	0.0445079499419	0.833874550151	0.0863951344405	0.066924135431	0.0443239543853	0.0333610972839	0.0557488783689	0.066924135431	0.0445079499419	0.800300566354	0.176681486121	0.0111356840745	0.088962349401	0.0443239543853	0.110296096957	0.0664076478429	0.0222300763729	0.195669829282	0.0999208969669	0.088962349401	0.022273726109	0.0222268357501	0.789155258426	0.0443819075171	0.022273726109	0.232884681554	0.176781812664	0.843942435885	0.0445079499419	0.195669829282	0.286472820274	0.0222164596866	0.0220101367921	0.0664076478429	0.066924135431	0.176452386632	0.0443819075171	0.110296096957	0.0222704333123	0.0999208969669	0.0110651562845	0.592731342162	0.022273726109	0.0111364328302	0.0664076478429	0.088962349401	0.0881251033079	0.0555911899635	0.176681486121	0.0554690966847	0.0999208969669	0.166672371245	0.0111356840745	0.0999208969669	0.0111158561665	0.176781812664	0.0999208969669	0.0885390943126	0.0111356840745	0.088962349401	0.833874550151	0.132753582957	0.088962349401	0.636688070836	0.022273726109	0.0445079499419	0.242449608026	0.0443819075171	0.0222704333123
003041	0.0439470662863	0.388908490177	0.140494982547	0.0658878628731	0.109874781069	0.802152914439	0.0659721529198	0.0659721529198	0.0988798581795	0.165117630374	0.295286748575	0.59600922605	0.0439665054931	0.0109499470637	0.0769559248766	0.606990437166	0.109496698835	0.0109499470637	0.0439055777508	0.0109566739027	0.0439055777508	0.032873259495	0.0109499470637	0.0655282233187	0.813375849966	0.120487097916	0.0328706795142	0.0659721529198	0.82417451014	0.83493490297	0.0655282233187	0.0439470662863	0.0109667600161	0.0439055777508	0.0988181607618	0.032873259495	0.0988798581795	0.0548248374721	0.175804923351	0.361435583308	0.0659195039901	0.0439313382768	0.120487097916	0.0971192716083	0.361435583308	0.0655282233187	0.0879421317799	0.0879421317799	0.0439313382768	0.791102430518	0.0109667600161	0.0655282233187	0.836120147303	0.162129621537	0.140494982547	0.0218707504858	0.021915208831	0.032873259495	0.0875857692186	0.0658878628731	0.021918648403	0.120449234613	0.0650650255674	0.336097314411	0.109286059705	0.161575275863	0.0439665054931	0.0766508564487	0.109496698835	0.054973670894	0.0439313382768	0.0439313382768	0.836120147303	0.0985550057724	0.0658878628731	0.0439665054931	0.032873259495	0.054973670894	0.0658878628731	0.0439313382768	0.802152914439	0.162129621537	0.0109499470637	0.0879421317799	0.0439665054931	0.109286059705	0.0655282233187	0.0219199103346	0.194445122877	0.0988798581795	0.0879421317799	0.021915208831	0.0219002403602	0.791102430518	0.0439055777508	0.021915208831	0.230666538725	0.176028876357	0.846210244866	0.0439313382768	0.194445122877	0.286028746444	0.0218707504858	0.0219013204927	0.0655282233187	0.0658878628731	0.175702135993	0.0439055777508	0.109286059705	0.021918648403	0.0988798581795	0.0109432820251	0.59600922605	0.021915208831	0.0109538389524	0.0655282233187	0.0879421317799	0.0875285807177	0.0548161526773	0.162129621537	0.0548847610389	0.0988798581795	0.165117630374	0.0109499470637	0.0988798581795	0.0109485588825	0.176028876357	0.0988798581795	0.0875857692186	0.0109499470637	0.0879421317799	0.836120147303	0.118774209657	0.0879421317799	0.639539475506	0.021915208831	0.0439313382768	0.226556875127	0.0439055777508	0.021918648403
003040	0.0433513632688	0.391980948958	0.141598895019	0.0649691369729	0.108839719974	0.804550593303	0.0651225810211	0.0651225810211	0.0979481332636	0.163250806483	0.293470471762	0.598338368439	0.0433966225453	0.0107865849158	0.0760078023384	0.608945725419	0.108588552338	0.0107865849158	0.0433073132846	0.0107983231117	0.0433073132846	0.0324502794643	0.0107865849158	0.065097522768	0.815336339892	0.119480598398	0.0324242234158	0.0651225810211	0.826207301141	0.837014212503	0.065097522768	0.0433513632688	0.010794739044	0.0433073132846	0.0977268332327	0.0324502794643	0.0979481332636	0.054138251201	0.174269031731	0.359844224903	0.0651553372778	0.0434618724338	0.119480598398	0.0981464977028	0.359844224903	0.065097522768	0.0867853464335	0.0867853464335	0.0434618724338	0.793836532077	0.010794739044	0.065097522768	0.83727639393	0.163609054349	0.141598895019	0.0216321000267	0.0215964151504	0.0324502794643	0.086828136697	0.0649691369729	0.0216431054413	0.119772644264	0.0653339326609	0.33825165217	0.108499609305	0.163536311432	0.0433966225453	0.0760439941842	0.108588552338	0.0542611708224	0.0434618724338	0.0434618724338	0.83727639393	0.0978611388168	0.0649691369729	0.0433966225453	0.0324502794643	0.0542611708224	0.0649691369729	0.0434618724338	0.804550593303	0.163609054349	0.0107865849158	0.0867853464335	0.0433966225453	0.108499609305	0.065097522768	0.0216144017912	0.196198553358	0.0979481332636	0.0867853464335	0.0215964151504	0.0216172016144	0.793836532077	0.0433073132846	0.0215964151504	0.228387690946	0.174533466456	0.848110997661	0.0434618724338	0.196198553358	0.28397206493	0.0216321000267	0.0216315614559	0.065097522768	0.0649691369729	0.174242592893	0.0433073132846	0.108499609305	0.0216431054413	0.0979481332636	0.0108047121745	0.598338368439	0.0215964151504	0.0107968103843	0.065097522768	0.0867853464335	0.0867809245156	0.0541181747195	0.163609054349	0.054239960341	0.0979481332636	0.163250806483	0.0107865849158	0.0979481332636	0.0107912445738	0.174533466456	0.0979481332636	0.086828136697	0.0107865849158	0.0867853464335	0.83727639393	0.119878278396	0.0867853464335	0.641312679804	0.0215964151504	0.0434618724338	0.228577763067	0.0433073132846	0.0216431054413
000139	0.0447007638965	0.385559780455	0.154595300375	0.0670208744304	0.11144311366	0.799617712101	0.0671458621307	0.0671458621307	0.100300500558	0.167331362717	0.28015209629	0.591945993005	0.0444132210642	0.011146807387	0.0782226926131	0.603076301048	0.11066829009	0.011146807387	0.0444645777041	0.0111374278386	0.0444645777041	0.0334103247511	0.011146807387	0.0664348877228	0.811271355276	0.119922657199	0.0334391292514	0.0671458621307	0.821798192097	0.832831605094	0.0664348877228	0.0447007638965	0.0111632450849	0.0444645777041	0.0999379903955	0.0334103247511	0.100300500558	0.0557076214997	0.176448105013	0.359403977128	0.0665037752372	0.0445931613406	0.119922657199	0.110337812354	0.359403977128	0.0664348877228	0.0891939540253	0.0891939540253	0.0445931613406	0.788385077377	0.0111632450849	0.0664348877228	0.833731784101	0.176062786206	0.154595300375	0.0222079226022	0.0223045093933	0.0334103247511	0.0885387573937	0.0670208744304	0.0223108546603	0.106999473991	0.0774660049056	0.349641109674	0.11038941809	0.175539689252	0.0444132210642	0.0764156073818	0.11066829009	0.0559299327725	0.0445931613406	0.0445931613406	0.833731784101	0.0979154357964	0.0670208744304	0.0444132210642	0.0334103247511	0.0559299327725	0.0670208744304	0.0445931613406	0.799617712101	0.176062786206	0.011146807387	0.0891939540253	0.0444132210642	0.11038941809	0.0664348877228	0.0222476945376	0.20665168992	0.100300500558	0.0891939540253	0.0223045093933	0.0222478477428	0.788385077377	0.0444645777041	0.0223045093933	0.233533450591	0.177545263033	0.84345397543	0.0445931613406	0.20665168992	0.287658180561	0.0222079226022	0.010862578387	0.0664348877228	0.0670208744304	0.17669953939	0.0444645777041	0.11038941809	0.0223108546603	0.100300500558	0.0110988080566	0.591945993005	0.0223045093933	0.011152425368	0.0664348877228	0.0891939540253	0.0881528590491	0.0557041730298	0.176062786206	0.0556456486204	0.100300500558	0.167331362717	0.011146807387	0.100300500558	0.0111267504518	0.177545263033	0.100300500558	0.0885387573937	0.011146807387	0.0891939540253	0.833731784101	0.132191457518	0.0891939540253	0.635952075047	0.0223045093933	0.0445931613406	0.24160506611	0.0444645777041	0.0223108546603
